user_id,segment,total_value,number_of_bookings,average_booking_value
438406,Free Hotel Meal,4238.51,4,1059.6275
503945,Free Hotel Meal,4119.88,4,1029.97
565387,Free Hotel Meal,9262.77,2,4631.385
555151,Free Hotel Meal,4574.97,6,762.495
204943,Free Hotel Meal,8606.86,9,956.3177777777778
508050,Free Hotel Meal,3505.4,5,701.08
530579,Free Hotel Meal,8856.509999999998,4,2214.1274999999996
467092,Free Hotel Meal,1621.79,2,810.895
665746,Free Hotel Meal,3233.3100000000004,2,1616.6550000000002
530585,Free Hotel Meal,1502.21,4,375.5525
542874,Free Hotel Meal,1894.57,1,1894.57
510108,Free Hotel Meal,1771.1599999999999,3,590.3866666666667
514210,Free Hotel Meal,1137.79,3,379.2633333333333
522402,Free Hotel Meal,1186.43,3,395.4766666666667
649378,Free Hotel Meal,7432.6,5,1486.52
598185,Free Hotel Meal,4156.3,2,2078.15
512173,Free Hotel Meal,13140.43,4,3285.1075
522420,Free Hotel Meal,4882.82,1,4882.82
567478,Free Hotel Meal,6511.03,4,1627.7575
594103,Free Hotel Meal,1442.04,3,480.68
522426,Free Hotel Meal,1016.8700000000001,4,254.21750000000003
516283,Free Hotel Meal,208658.11,2,104329.055
571580,Free Hotel Meal,3332.94,2,1666.47
610492,Free Hotel Meal,4578.65,2,2289.325
547006,Free Hotel Meal,11177.76,1,11177.76
516287,Free Hotel Meal,13789.34,2,6894.67
540863,Free Hotel Meal,3985.6,2,1992.8
549058,Free Hotel Meal,9579.52,2,4789.76
614595,Free Hotel Meal,62987.88,1,62987.88
524484,Free Hotel Meal,8587.7,1,8587.7
204997,Free Hotel Meal,17568.489999999998,4,4392.1224999999995
518338,Free Hotel Meal,1377.12,4,344.28
542918,Free Hotel Meal,52582.850000000006,4,13145.712500000001
600265,Free Hotel Meal,545.28,1,545.28
512204,Free Hotel Meal,2147.91,4,536.9775
516301,Free Hotel Meal,22238.28,5,4447.656
536782,Free Hotel Meal,1720.53,4,430.1325
557262,Free Hotel Meal,25665.57,4,6416.3925
659664,Free Hotel Meal,2083.03,5,416.60600000000005
573648,Free Hotel Meal,4139.78,4,1034.945
612562,Free Hotel Meal,2955.24,2,1477.62
770252,Free Hotel Meal,1147.04,1,1147.04
579792,Free Hotel Meal,2209.88,5,441.976
530645,Free Hotel Meal,3564.03,6,594.005
600287,Free Hotel Meal,680.72,2,340.36
522465,Free Hotel Meal,1889.06,4,472.265
510179,Free Hotel Meal,16037.539999999999,5,3207.508
510188,Free Hotel Meal,20271.89,6,3378.648333333333
377069,Free Hotel Meal,3706.68,1,3706.68
520429,Free Hotel Meal,23048.69,3,7682.8966666666665
520436,Free Hotel Meal,2737.7,6,456.2833333333333
205044,Free Hotel Meal,42117.399999999994,5,8423.48
497915,Free Hotel Meal,2894.66,5,578.932
571643,Free Hotel Meal,1453.06,3,484.3533333333333
549115,Free Hotel Meal,612.86,1,612.86
573698,Free Hotel Meal,1225.71,2,612.855
553220,Free Hotel Meal,1512.08,4,378.02
682247,Free Hotel Meal,1113.8400000000001,3,371.28000000000003
565511,Free Hotel Meal,438.72,1,438.72
667916,Free Hotel Meal,2256.65,3,752.2166666666667
540941,Free Hotel Meal,2808.93,2,1404.465
575756,Free Hotel Meal,4221.0599999999995,3,1407.0199999999998
532750,Free Hotel Meal,2354.44,2,1177.22
516368,Free Hotel Meal,9601.6,1,9601.6
483603,Free Hotel Meal,3674.5699999999997,5,734.914
454934,Free Hotel Meal,2570.35,4,642.5875
438551,Free Hotel Meal,165133.05,4,41283.2625
485658,Free Hotel Meal,2982.96,4,745.74
512283,Free Hotel Meal,1912.25,5,382.45
547100,Free Hotel Meal,18820.98,3,6273.66
530720,Free Hotel Meal,11880.650000000001,4,2970.1625000000004
543008,Free Hotel Meal,43812.62,2,21906.31
538915,Free Hotel Meal,2243.2200000000003,4,560.8050000000001
526628,Free Hotel Meal,4767.900000000001,5,953.5800000000002
768291,Free Hotel Meal,3178.56,2,1589.28
522533,Free Hotel Meal,3784.27,3,1261.4233333333334
538919,Free Hotel Meal,86139.2,1,86139.2
479524,Free Hotel Meal,21236.760000000002,2,10618.380000000001
590123,Free Hotel Meal,4824.34,1,4824.34
540973,Free Hotel Meal,2233.52,3,744.5066666666667
555310,Free Hotel Meal,2767.7799999999997,6,461.2966666666666
534842,Free Hotel Meal,566.88,2,283.44
547130,Free Hotel Meal,316.6,2,158.3
577851,Free Hotel Meal,1914.4,2,957.2
473402,Free Hotel Meal,6537.92,4,1634.48
524606,Free Hotel Meal,925.13,2,462.565
545089,Free Hotel Meal,2419.96,1,2419.96
516420,Free Hotel Meal,997.02,2,498.51
549190,Free Hotel Meal,1062.8400000000001,2,531.4200000000001
559432,Free Hotel Meal,565.3,1,565.3
653640,Free Hotel Meal,7205.12,2,3602.56
506186,Free Hotel Meal,1335.07,3,445.0233333333333
551245,Free Hotel Meal,56120.4,1,56120.4
440655,Free Hotel Meal,2670.96,5,534.192
526676,Free Hotel Meal,1685.39,3,561.7966666666667
616789,Free Hotel Meal,1408.4,2,704.2
520539,Free Hotel Meal,3282.16,4,820.54
616802,Free Hotel Meal,18482.26,4,4620.565
528743,Free Hotel Meal,43899.36,3,14633.12
516456,Free Hotel Meal,2385.44,4,596.36
577901,Free Hotel Meal,79248.16,1,79248.16
510326,Free Hotel Meal,3655.92,6,609.32
541047,Free Hotel Meal,2618.24,2,1309.12
582011,Free Hotel Meal,4138.11,4,1034.5275
530811,Free Hotel Meal,4781.32,3,1593.7733333333333
473467,Free Hotel Meal,3566.7200000000003,5,713.344
153982,Free Hotel Meal,6363.72,5,1272.7440000000001
549251,Free Hotel Meal,1541.56,2,770.78
526727,Free Hotel Meal,9231.33,2,4615.665
496016,Free Hotel Meal,1975.95,5,395.19
190866,Free Hotel Meal,8778.050000000001,7,1254.007142857143
491925,Free Hotel Meal,5045.37,6,840.895
106907,Free Hotel Meal,168174.77,3,56058.25666666666
512419,Free Hotel Meal,3167.19,3,1055.73
635300,Free Hotel Meal,2772.6800000000003,6,462.1133333333334
536995,Free Hotel Meal,1548.5900000000001,2,774.2950000000001
403881,Free Hotel Meal,6649.7300000000005,7,949.9614285714287
551340,Free Hotel Meal,879.3,2,439.65
686509,Free Hotel Meal,3994.19,2,1997.095
504240,Free Hotel Meal,4118.85,6,686.475
604592,Free Hotel Meal,496.78,1,496.78
524722,Free Hotel Meal,1050.55,3,350.18333333333334
668083,Free Hotel Meal,364.63,2,182.315
584115,Free Hotel Meal,19238.52,3,6412.84
518582,Free Hotel Meal,12004.4,4,3001.1
399799,Free Hotel Meal,1983.12,7,283.30285714285714
512440,Free Hotel Meal,1790.86,3,596.9533333333333
545209,Free Hotel Meal,2285.25,3,761.75
522687,Free Hotel Meal,2980.66,4,745.165
532941,Free Hotel Meal,6371.21,4,1592.8025
512463,Free Hotel Meal,3546.51,4,886.6275
586192,Free Hotel Meal,1358.56,2,679.28
446933,Free Hotel Meal,2362.05,5,472.41
733654,Free Hotel Meal,1184.04,1,1184.04
555478,Free Hotel Meal,3144.96,3,1048.32
489949,Free Hotel Meal,10841.35,3,3613.7833333333333
541162,Free Hotel Meal,3046.0099999999998,5,609.202
594410,Free Hotel Meal,6692.08,3,2230.693333333333
426478,Free Hotel Meal,2978.33,3,992.7766666666666
571888,Free Hotel Meal,2575.2799999999997,4,643.8199999999999
522738,Free Hotel Meal,2074.68,2,1037.34
592372,Free Hotel Meal,22755.04,2,11377.52
526837,Free Hotel Meal,9274.289999999999,3,3091.43
543222,Free Hotel Meal,3573.6899999999996,3,1191.2299999999998
592378,Free Hotel Meal,2865.36,1,2865.36
662010,Free Hotel Meal,5760.98,4,1440.245
557569,Free Hotel Meal,117741.4,2,58870.7
598533,Free Hotel Meal,16518.37,2,8259.185
428552,Free Hotel Meal,2117.57,4,529.3925
449033,Free Hotel Meal,2092.92,5,418.584
586251,Free Hotel Meal,4956.45,3,1652.1499999999999
594446,Free Hotel Meal,11043.859999999999,3,3681.2866666666664
653838,Free Hotel Meal,5790.71,3,1930.2366666666667
487954,Free Hotel Meal,5523.599999999999,5,1104.7199999999998
592403,Free Hotel Meal,9465.98,2,4732.99
535060,Free Hotel Meal,2251.2799999999997,4,562.8199999999999
524821,Free Hotel Meal,11737.04,2,5868.52
616992,Free Hotel Meal,7168.81,3,2389.6033333333335
586272,Free Hotel Meal,1088.87,2,544.435
530978,Free Hotel Meal,3270.63,6,545.105
623142,Free Hotel Meal,9587.91,2,4793.955
543273,Free Hotel Meal,2227.04,5,445.408
559661,Free Hotel Meal,325.8,1,325.8
574003,Free Hotel Meal,2910.17,3,970.0566666666667
608820,Free Hotel Meal,84038.5,3,28012.833333333332
504371,Free Hotel Meal,14264.219999999998,5,2852.8439999999996
584247,Free Hotel Meal,4486.01,3,1495.3366666666668
608823,Free Hotel Meal,731.83,1,731.83
535099,Free Hotel Meal,3117.31,5,623.462
545344,Free Hotel Meal,15787.01,2,7893.505
565827,Free Hotel Meal,18731.65,2,9365.825
516679,Free Hotel Meal,3381.8399999999997,2,1690.9199999999998
510537,Free Hotel Meal,22009.94,5,4401.987999999999
549450,Free Hotel Meal,171364.56,1,171364.56
541262,Free Hotel Meal,2898.55,4,724.6375
596559,Free Hotel Meal,1394.6,1,1394.6
590420,Free Hotel Meal,2168.0,5,433.6
516694,Free Hotel Meal,987.9000000000001,2,493.95000000000005
531031,Free Hotel Meal,7451.28,2,3725.64
510558,Free Hotel Meal,9805.99,2,4902.995
588386,Free Hotel Meal,2953.38,2,1476.69
514660,Free Hotel Meal,4403.929999999999,4,1100.9824999999998
518756,Free Hotel Meal,2535.91,3,845.3033333333333
539243,Free Hotel Meal,970.1299999999999,3,323.3766666666666
510571,Free Hotel Meal,37895.48,4,9473.87
514675,Free Hotel Meal,2150.37,3,716.79
512628,Free Hotel Meal,1850.05,4,462.5125
563831,Free Hotel Meal,8828.32,1,8828.32
510585,Free Hotel Meal,2508.72,1,2508.72
529019,Free Hotel Meal,11504.79,5,2300.958
602748,Free Hotel Meal,12660.300000000001,4,3165.0750000000003
551549,Free Hotel Meal,934.89,3,311.63
643714,Free Hotel Meal,15252.5,2,7626.25
539267,Free Hotel Meal,1109.8700000000001,2,554.9350000000001
547459,Free Hotel Meal,1902.77,4,475.6925
590471,Free Hotel Meal,13809.0,4,3452.25
567950,Free Hotel Meal,17141.28,3,5713.759999999999
522898,Free Hotel Meal,3455.6099999999997,2,1727.8049999999998
574104,Free Hotel Meal,1364.03,4,341.0075
520861,Free Hotel Meal,1823.78,3,607.9266666666666
557726,Free Hotel Meal,18376.129999999997,2,9188.064999999999
436894,Free Hotel Meal,2761.18,3,920.3933333333333
721570,Free Hotel Meal,1905.86,2,952.93
94883,Free Hotel Meal,10698.800000000001,3,3566.266666666667
617125,Free Hotel Meal,1446.47,3,482.1566666666667
359080,Free Hotel Meal,11667.29,7,1666.7557142857145
164522,Free Hotel Meal,15360.6,2,7680.3
559787,Free Hotel Meal,8171.23,4,2042.8075
541357,Free Hotel Meal,2442.17,4,610.5425
582319,Free Hotel Meal,10133.03,4,2533.2575
666292,Free Hotel Meal,4617.16,1,4617.16
520885,Free Hotel Meal,59626.149999999994,5,11925.23
561846,Free Hotel Meal,1722.17,4,430.5425
549569,Free Hotel Meal,2376.66,3,792.2199999999999
406210,Free Hotel Meal,4373.35,3,1457.7833333333335
557762,Free Hotel Meal,599.86,3,199.95333333333335
551622,Free Hotel Meal,3481.8,1,3481.8
438985,Free Hotel Meal,7298.17,4,1824.5425
533199,Free Hotel Meal,1591.3600000000001,3,530.4533333333334
510676,Free Hotel Meal,1140.1200000000001,3,380.04
592598,Free Hotel Meal,17885.120000000003,5,3577.0240000000003
588507,Free Hotel Meal,9574.26,3,3191.42
570076,Free Hotel Meal,975.88,2,487.94
451291,Free Hotel Meal,7363.08,5,1472.616
525022,Free Hotel Meal,4238.200000000001,3,1412.7333333333336
535266,Free Hotel Meal,36078.6,2,18039.3
547559,Free Hotel Meal,2758.37,6,459.7283333333333
549611,Free Hotel Meal,4843.14,6,807.19
510700,Free Hotel Meal,1940.1999999999998,4,485.04999999999995
545518,Free Hotel Meal,4747.06,4,1186.765
518896,Free Hotel Meal,11221.17,4,2805.2925
373489,Free Hotel Meal,32616.15,3,10872.050000000001
520947,Free Hotel Meal,2123.08,3,707.6933333333333
555773,Free Hotel Meal,3530.16,1,3530.16
516862,Free Hotel Meal,1401.79,2,700.895
557834,Free Hotel Meal,903.0699999999999,2,451.53499999999997
600842,Free Hotel Meal,3202.5,3,1067.5
635666,Free Hotel Meal,4801.37,1,4801.37
566044,Free Hotel Meal,13858.32,1,13858.32
537373,Free Hotel Meal,3074.35,5,614.87
512801,Free Hotel Meal,4531.45,7,647.35
521000,Free Hotel Meal,1161.9099999999999,3,387.3033333333333
566059,Free Hotel Meal,8831.24,4,2207.81
553773,Free Hotel Meal,2732.9100000000003,4,683.2275000000001
582446,Free Hotel Meal,1778.95,3,592.9833333333333
645939,Free Hotel Meal,44884.56,1,44884.56
529205,Free Hotel Meal,2841.38,5,568.2760000000001
527158,Free Hotel Meal,16477.39,3,5492.463333333333
428858,Free Hotel Meal,5007.33,3,1669.11
650049,Free Hotel Meal,675.3,1,675.3
416580,Free Hotel Meal,5431.52,7,775.9314285714287
650055,Free Hotel Meal,1420.77,2,710.385
727886,Free Hotel Meal,7231.64,4,1807.91
502609,Free Hotel Meal,1781.31,5,356.262
664401,Free Hotel Meal,5115.95,3,1705.3166666666666
584537,Free Hotel Meal,1677.95,5,335.59000000000003
467809,Free Hotel Meal,1832.6299999999999,3,610.8766666666667
541539,Free Hotel Meal,1194.62,1,1194.62
228195,Free Hotel Meal,2553.28,1,2553.28
549733,Free Hotel Meal,2572.45,2,1286.225
521065,Free Hotel Meal,5988.55,4,1497.1375
521066,Free Hotel Meal,2300.4700000000003,4,575.1175000000001
514925,Free Hotel Meal,1341.62,2,670.81
547693,Free Hotel Meal,15191.560000000001,1,15191.560000000001
521070,Free Hotel Meal,17266.88,6,2877.8133333333335
576370,Free Hotel Meal,5994.08,2,2997.04
555894,Free Hotel Meal,2249.83,4,562.4575
633725,Free Hotel Meal,2196.46,7,313.78000000000003
494463,Free Hotel Meal,2012.31,5,402.462
596863,Free Hotel Meal,5898.299999999999,3,1966.0999999999997
418692,Free Hotel Meal,7734.53,5,1546.906
564101,Free Hotel Meal,3069.7,1,3069.7
514951,Free Hotel Meal,7934.92,2,3967.46
531339,Free Hotel Meal,11085.33,2,5542.665
533388,Free Hotel Meal,4887.76,1,4887.76
557963,Free Hotel Meal,11974.39,3,3991.463333333333
584591,Free Hotel Meal,710.64,3,236.88
625555,Free Hotel Meal,784.38,2,392.19
125845,Free Hotel Meal,24819.52,5,4963.904
539542,Free Hotel Meal,2888.99,2,1444.495
174997,Free Hotel Meal,11358.67,3,3786.2233333333334
603033,Free Hotel Meal,4521.17,1,4521.17
508829,Free Hotel Meal,6683.84,4,1670.96
512928,Free Hotel Meal,13441.84,1,13441.84
531361,Free Hotel Meal,7206.79,2,3603.395
537507,Free Hotel Meal,1381.48,3,460.49333333333334
181157,Free Hotel Meal,18898.66,4,4724.665
619432,Free Hotel Meal,1969.0,4,492.25
543660,Free Hotel Meal,1777.6,2,888.8
553901,Free Hotel Meal,3795.18,3,1265.06
539566,Free Hotel Meal,12033.61,2,6016.805
553904,Free Hotel Meal,3544.39,2,1772.195
512945,Free Hotel Meal,1250.75,3,416.9166666666667
525234,Free Hotel Meal,5794.22,4,1448.555
535473,Free Hotel Meal,8665.92,1,8665.92
543668,Free Hotel Meal,4296.9,5,859.3799999999999
519089,Free Hotel Meal,3060.36,3,1020.12
508856,Free Hotel Meal,2968.82,1,2968.82
529338,Free Hotel Meal,6887.11,5,1377.422
478146,Free Hotel Meal,3801.06,3,1267.02
334787,Free Hotel Meal,4790.09,5,958.018
707525,Free Hotel Meal,2325.66,3,775.2199999999999
476104,Free Hotel Meal,4167.31,7,595.33
574409,Free Hotel Meal,1031.65,2,515.825
545736,Free Hotel Meal,8938.63,3,2979.543333333333
535502,Free Hotel Meal,1518.74,3,506.24666666666667
512974,Free Hotel Meal,1166.18,3,388.7266666666667
492497,Free Hotel Meal,21696.64,2,10848.32
529362,Free Hotel Meal,7244.0599999999995,5,1448.812
609236,Free Hotel Meal,1597.2,4,399.3
549850,Free Hotel Meal,1673.13,4,418.2825
607197,Free Hotel Meal,3474.56,1,3474.56
525281,Free Hotel Meal,2939.16,5,587.832
531427,Free Hotel Meal,8892.44,4,2223.11
545763,Free Hotel Meal,751.98,2,375.99
488430,Free Hotel Meal,6002.78,2,3001.39
160754,Free Hotel Meal,55183.020000000004,2,27591.510000000002
533492,Free Hotel Meal,65070.17,3,21690.056666666667
484342,Free Hotel Meal,700.2,1,700.2
508923,Free Hotel Meal,57476.270000000004,4,14369.067500000001
588797,Free Hotel Meal,36032.79,3,12010.93
23557,Free Hotel Meal,1907.15,4,476.7875
152583,Free Hotel Meal,19060.15,2,9530.075
517131,Free Hotel Meal,16192.68,3,5397.56
515085,Free Hotel Meal,12237.52,2,6118.76
580626,Free Hotel Meal,3865.9700000000003,3,1288.6566666666668
521235,Free Hotel Meal,8647.99,5,1729.598
529436,Free Hotel Meal,11131.01,6,1855.1683333333333
576541,Free Hotel Meal,4660.68,3,1553.5600000000002
488480,Free Hotel Meal,5582.3099999999995,4,1395.5774999999999
558114,Free Hotel Meal,19475.6,4,4868.9
556067,Free Hotel Meal,2362.07,5,472.41400000000004
523299,Free Hotel Meal,4083.7,1,4083.7
463910,Free Hotel Meal,5718.63,6,953.105
517158,Free Hotel Meal,1262.85,3,420.95
547878,Free Hotel Meal,4598.66,3,1532.8866666666665
527401,Free Hotel Meal,3601.66,5,720.332
535595,Free Hotel Meal,57312.83,2,28656.415
486447,Free Hotel Meal,1088.82,1,1088.82
570418,Free Hotel Meal,2490.42,4,622.605
515124,Free Hotel Meal,4234.58,4,1058.645
629812,Free Hotel Meal,2200.12,1,2200.12
480313,Free Hotel Meal,2257.48,4,564.37
586811,Free Hotel Meal,961.68,4,240.42
226367,Free Hotel Meal,15546.68,4,3886.67
615489,Free Hotel Meal,11218.13,2,5609.065
513090,Free Hotel Meal,2331.75,2,1165.875
572489,Free Hotel Meal,67958.46,3,22652.820000000003
535625,Free Hotel Meal,1661.59,5,332.318
623691,Free Hotel Meal,573.68,1,573.68
519248,Free Hotel Meal,1432.04,1,1432.04
529488,Free Hotel Meal,8473.59,2,4236.795
545879,Free Hotel Meal,7130.24,3,2376.7466666666664
519260,Free Hotel Meal,1855.69,3,618.5633333333334
529501,Free Hotel Meal,1522.34,4,380.585
527455,Free Hotel Meal,19336.92,2,9668.46
525410,Free Hotel Meal,1220.38,4,305.095
586850,Free Hotel Meal,2037.7,4,509.425
547938,Free Hotel Meal,1867.87,1,1867.87
101486,Free Hotel Meal,24079.980000000003,4,6019.995000000001
494704,Free Hotel Meal,2852.67,7,407.5242857142857
582768,Free Hotel Meal,9083.61,5,1816.7220000000002
521331,Free Hotel Meal,3274.83,2,1637.415
541812,Free Hotel Meal,3056.81,6,509.4683333333333
590967,Free Hotel Meal,3103.69,5,620.738
474239,Free Hotel Meal,18958.12,1,18958.12
515205,Free Hotel Meal,13826.12,1,13826.12
535686,Free Hotel Meal,4848.82,4,1212.205
525447,Free Hotel Meal,2679.22,5,535.8439999999999
582801,Free Hotel Meal,2706.5699999999997,3,902.1899999999999
535702,Free Hotel Meal,3562.57,5,712.514
531615,Free Hotel Meal,406.27,1,406.27
631970,Free Hotel Meal,1353.87,3,451.28999999999996
517284,Free Hotel Meal,14329.56,5,2865.912
527536,Free Hotel Meal,340.0,1,340.0
525488,Free Hotel Meal,6750.459999999999,2,3375.2299999999996
595122,Free Hotel Meal,7464.09,2,3732.045
595123,Free Hotel Meal,1875.91,2,937.955
595126,Free Hotel Meal,4386.95,2,2193.475
550071,Free Hotel Meal,2747.58,5,549.516
206011,Free Hotel Meal,3606.45,5,721.29
529602,Free Hotel Meal,119279.31999999999,3,39759.77333333333
513220,Free Hotel Meal,2766.8199999999997,5,553.3639999999999
531654,Free Hotel Meal,7398.16,3,2466.0533333333333
232647,Free Hotel Meal,5395.8,3,1798.6000000000001
543952,Free Hotel Meal,3659.29,5,731.858
541906,Free Hotel Meal,23435.899999999998,4,5858.974999999999
519383,Free Hotel Meal,10801.6,2,5400.8
591063,Free Hotel Meal,23639.83,2,11819.915
554213,Free Hotel Meal,1510.39,3,503.46333333333337
570600,Free Hotel Meal,10301.6,1,10301.6
500972,Free Hotel Meal,8612.32,4,2153.08
552172,Free Hotel Meal,146739.4,4,36684.85
500974,Free Hotel Meal,3465.95,6,577.6583333333333
189676,Free Hotel Meal,4547.26,3,1515.7533333333333
523503,Free Hotel Meal,551.28,1,551.28
556274,Free Hotel Meal,1956.54,2,978.27
482548,Free Hotel Meal,20454.28,4,5113.57
582903,Free Hotel Meal,8343.72,1,8343.72
523511,Free Hotel Meal,957.8299999999999,3,319.27666666666664
533755,Free Hotel Meal,18212.77,1,18212.77
539899,Free Hotel Meal,206.86,1,206.86
576765,Free Hotel Meal,1198.08,1,1198.08
552192,Free Hotel Meal,4342.46,5,868.492
515330,Free Hotel Meal,3543.4,3,1181.1333333333334
566533,Free Hotel Meal,3341.34,1,3341.34
396552,Free Hotel Meal,1910.46,5,382.092
521491,Free Hotel Meal,11141.7,5,2228.34
517397,Free Hotel Meal,2486.95,5,497.39
568602,Free Hotel Meal,1303.13,2,651.565
118043,Free Hotel Meal,6348.24,6,1058.04
556314,Free Hotel Meal,13475.4,2,6737.7
568605,Free Hotel Meal,738.24,2,369.12
331039,Free Hotel Meal,19532.51,2,9766.255
531745,Free Hotel Meal,3208.34,1,3208.34
529704,Free Hotel Meal,4327.5599999999995,2,2163.7799999999997
525610,Free Hotel Meal,7367.95,5,1473.59
554284,Free Hotel Meal,815.27,2,407.635
519469,Free Hotel Meal,8365.81,3,2788.603333333333
537904,Free Hotel Meal,2792.2799999999997,5,558.4559999999999
603440,Free Hotel Meal,10597.779999999999,4,2649.4449999999997
572728,Free Hotel Meal,3004.88,5,600.976
562490,Free Hotel Meal,7058.8099999999995,3,2352.9366666666665
550202,Free Hotel Meal,5486.62,5,1097.324
539962,Free Hotel Meal,4995.64,1,4995.64
517438,Free Hotel Meal,3704.6400000000003,5,740.9280000000001
542015,Free Hotel Meal,3433.25,6,572.2083333333334
429375,Free Hotel Meal,3659.93,4,914.9825
623935,Free Hotel Meal,9656.42,2,4828.21
525631,Free Hotel Meal,12878.42,3,4292.806666666666
578886,Free Hotel Meal,1760.1,2,880.05
632136,Free Hotel Meal,1519.12,4,379.78
511314,Free Hotel Meal,3425.5,3,1141.8333333333333
505172,Free Hotel Meal,42381.39,2,21190.695
691541,Free Hotel Meal,560.76,1,560.76
548189,Free Hotel Meal,2519.06,4,629.765
509278,Free Hotel Meal,7066.18,3,2355.3933333333334
562529,Free Hotel Meal,2591.98,4,647.995
548193,Free Hotel Meal,2521.6099999999997,2,1260.8049999999998
511331,Free Hotel Meal,13662.27,7,1951.7528571428572
517486,Free Hotel Meal,928.96,3,309.65333333333336
531824,Free Hotel Meal,3595.75,4,898.9375
542065,Free Hotel Meal,17506.260000000002,2,8753.130000000001
546164,Free Hotel Meal,1030.76,2,515.38
540029,Free Hotel Meal,16687.9,2,8343.95
472446,Free Hotel Meal,1561.77,3,520.59
548222,Free Hotel Meal,23127.39,4,5781.8475
796032,Free Hotel Meal,10111.26,3,3370.42
570750,Free Hotel Meal,265.21000000000004,2,132.60500000000002
507273,Free Hotel Meal,2044.97,4,511.2425
568716,Free Hotel Meal,3241.69,5,648.338
562576,Free Hotel Meal,2436.17,3,812.0566666666667
609683,Free Hotel Meal,1456.56,1,1456.56
566682,Free Hotel Meal,1912.5500000000002,3,637.5166666666668
513441,Free Hotel Meal,3929.88,1,3929.88
589228,Free Hotel Meal,3197.0499999999997,4,799.2624999999999
533932,Free Hotel Meal,25940.14,3,8646.713333333333
671151,Free Hotel Meal,3046.64,4,761.66
605615,Free Hotel Meal,5223.96,3,1741.32
497077,Free Hotel Meal,6429.81,5,1285.962
609720,Free Hotel Meal,1798.9099999999999,3,599.6366666666667
597434,Free Hotel Meal,3867.32,4,966.83
449980,Free Hotel Meal,1617.32,2,808.66
574909,Free Hotel Meal,1662.15,3,554.0500000000001
542142,Free Hotel Meal,23354.01,6,3892.3349999999996
536000,Free Hotel Meal,6024.24,4,1506.06
552384,Free Hotel Meal,2405.8,3,801.9333333333334
452034,Free Hotel Meal,3930.01,4,982.5025
576962,Free Hotel Meal,2734.78,3,911.5933333333334
523715,Free Hotel Meal,44556.96,3,14852.32
568773,Free Hotel Meal,3893.77,5,778.754
171470,Free Hotel Meal,26879.899999999998,2,13439.949999999999
583120,Free Hotel Meal,27953.01,2,13976.505
538069,Free Hotel Meal,10801.449999999999,4,2700.3624999999997
529879,Free Hotel Meal,1766.38,4,441.595
587234,Free Hotel Meal,5309.09,3,1769.6966666666667
538084,Free Hotel Meal,3067.4500000000003,5,613.49
536039,Free Hotel Meal,9146.119999999999,6,1524.3533333333332
564713,Free Hotel Meal,5396.21,4,1349.0525
523756,Free Hotel Meal,5272.75,5,1054.55
509421,Free Hotel Meal,2802.43,4,700.6075
552432,Free Hotel Meal,5716.25,4,1429.0625
